domain,embedding_model,model_name,audio_id,consistency
medical,embedding_Llama-3.1_8B-Instruct,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Traumaanamnese,0.9472555364654932
medical,embedding_Llama-3.1_8B-Instruct,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Venenthrombose_TVT,0.9754751275290416
medical,embedding_Llama-3.1_8B-Instruct,Llama 3.1 SauerkrautLM 70B Instruct,Anam_sexueller_Missbrauch,0.9601669154101572
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Aengstliche-Patientin,0.3332561447557097
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Appendizitis,0.93233066737588
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Bauchschmerzen,0.6114117528482459
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Beinschmerzen,0.5784983085158356
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Cephalgie,0.9605131768786352
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Cholezystitis,0.8220208842627749
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Covid-19_01,0.96848954756379
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Covid-19_02,0.5367911424166024
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Fahrradunfall_01,0.968425084290886
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Fahrradunfall_02,0.5765079556365315
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Fremdanamnese,0.901344495762592
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Fremdanamnese_Saeugling,0.972929415016898
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Gastroenteritis,0.7121671115051796
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Hyperthyreose,0.7860250233905246
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Koronarsyndrom,0.7200939333027222
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Lymphom,0.951894766717306
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Oesophaguskarzinom,0.951601520037034
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Pankreatitis,0.7656049296773316
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Pneumonie_01,0.7425113162925493
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Pneumonie_02,0.4425616913286814
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Pyelonephritis,0.9368726904704524
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Rueckenschmerzen,0.9743360481447916
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Thorakale Schmerzen,0.9593410485629216
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Traumaanamnese,0.8999392262252246
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_Venenthrombose_TVT,0.891156171742301
medical,embedding_Llama-3.1_8B-Instruct,MedGemma 27B Instruct,Anam_sexueller_Missbrauch,0.9551406108250312
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Aengstliche-Patientin,0.8522211735040806
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Appendizitis,0.9130580390626362
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Bauchschmerzen,0.9495054336673352
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Beinschmerzen,0.9214986016932613
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Cephalgie,0.9694509964233
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Cholezystitis,0.9535797581746248
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Covid-19_01,0.9561817195323302
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Covid-19_02,0.6886008876030633
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Fahrradunfall_01,0.9339468902684888
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Fahrradunfall_02,0.7756208949934931
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Fremdanamnese,0.926756338395205
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Fremdanamnese_Saeugling,0.9584035919080393
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Gastroenteritis,0.8853511215287888
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Hyperthyreose,0.8890720019837448
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Koronarsyndrom,0.9711936127324082
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Lymphom,0.9650180704103044
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Oesophaguskarzinom,0.9531181680855952
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Pankreatitis,0.7450784755025891
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Pneumonie_01,0.9058324124870452
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Pneumonie_02,0.9605545835293372
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Pyelonephritis,0.9193768149542282
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Rueckenschmerzen,0.890371736673055
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Thorakale Schmerzen,0.9725610320767764
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Traumaanamnese,0.9193734431638496
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_Venenthrombose_TVT,0.9619847060286169
medical,embedding_Llama-3.1_8B-Instruct,Meta Llama 3.1 8B Instruct,Anam_sexueller_Missbrauch,0.9542864412430906
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Aengstliche-Patientin,0.7640126876348553
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Appendizitis,0.920695224353714
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Bauchschmerzen,0.9212814759676125
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Beinschmerzen,0.9273034762364092
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Cephalgie,0.8995624585087031
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Cholezystitis,0.9161013670192024
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Covid-19_01,0.9064295122828196
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Covid-19_02,0.8719120103673395
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Fahrradunfall_01,0.9075480546439916
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Fahrradunfall_02,0.9296654999431514
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Fremdanamnese,0.9545589458150884
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Fremdanamnese_Saeugling,0.9126252566900672
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Gastroenteritis,0.8823564925946191
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Hyperthyreose,0.948089500998522
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Koronarsyndrom,0.9092956975510854
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Lymphom,0.9324831058320212
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Oesophaguskarzinom,0.9275001228524108
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Pankreatitis,0.9064673431186016
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Pneumonie_01,0.9427701074269872
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Pneumonie_02,0.936663688959804
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Pyelonephritis,0.925447695956656
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Rueckenschmerzen,0.8803825926033503
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Thorakale Schmerzen,0.934552978973071
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Traumaanamnese,0.9173544957550598
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_Venenthrombose_TVT,0.8897504966557633
medical,embedding_Llama-3.1_8B-Instruct,OpenAI GPT OSS 120B,Anam_sexueller_Missbrauch,0.9387628152483308
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Aengstliche-Patientin,0.9560129489656636
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Appendizitis,0.964725573213855
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Bauchschmerzen,0.9869038421375096
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Beinschmerzen,0.954869535257592
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Cephalgie,0.9626078961533718
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Cholezystitis,0.9809887745774208
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Covid-19_01,0.9765124516536324
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Covid-19_02,0.9005792562361025
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fahrradunfall_01,0.9537972927627464
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fahrradunfall_02,0.9530998034807512
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fremdanamnese,0.9357861112926232
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fremdanamnese_Saeugling,0.9586911053324662
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Gastroenteritis,0.968063859792367
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Hyperthyreose,0.9799194941186964
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Koronarsyndrom,0.9421033890090852
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Lymphom,0.9800780475184226
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Oesophaguskarzinom,0.9718459937652744
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pankreatitis,0.9843376107272328
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pneumonie_01,0.9542067695167034
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pneumonie_02,0.9486348562509668
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pyelonephritis,0.9455101365348296
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Rueckenschmerzen,0.98470771934073
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Thorakale Schmerzen,0.9671522140972488
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Traumaanamnese,0.9838224258641124
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Venenthrombose_TVT,0.988526565696298
medical,embedding_Jina_v3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_sexueller_Missbrauch,0.971469282572508
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Aengstliche-Patientin,0.9347636122855078
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Appendizitis,0.975875296760474
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Bauchschmerzen,0.9760006908224086
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Beinschmerzen,0.978350786690732
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Cephalgie,0.9894616220287936
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Cholezystitis,0.9745195588953056
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Covid-19_01,0.9931097826738632
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Covid-19_02,0.965110207827938
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Fahrradunfall_01,0.9852144112630326
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Fahrradunfall_02,0.980323791983606
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Fremdanamnese,0.9757749229420516
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Fremdanamnese_Saeugling,0.9873567852388456
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Gastroenteritis,0.9598516304292914
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Hyperthyreose,0.9652788965122552
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Koronarsyndrom,0.9857687694310084
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Lymphom,0.9795963127395174
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Oesophaguskarzinom,0.9798266118962392
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Pankreatitis,0.9855198166325976
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Pneumonie_01,0.9458392707468474
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Pneumonie_02,0.9787299214933624
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Pyelonephritis,0.9828743484185338
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Rueckenschmerzen,0.9958739824119128
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Thorakale Schmerzen,0.9893184123852252
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Traumaanamnese,0.9769101458312768
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_Venenthrombose_TVT,0.9764205088303816
medical,embedding_Jina_v3,MedGemma 27B Instruct,Anam_sexueller_Missbrauch,0.9806252302315328
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Aengstliche-Patientin,0.9370625018463548
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Appendizitis,0.9419519596709326
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Bauchschmerzen,0.9657312629130702
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Beinschmerzen,0.974937846944778
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Cephalgie,0.9738292228860128
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Cholezystitis,0.9362780562442864
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Covid-19_01,0.9610156710218724
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Covid-19_02,0.908274730954936
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Fahrradunfall_01,0.971214187765186
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Fahrradunfall_02,0.9064901252964178
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Fremdanamnese,0.9372058009032168
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Fremdanamnese_Saeugling,0.9404685775530852
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Gastroenteritis,0.96470341798616
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Hyperthyreose,0.8870390439591723
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Koronarsyndrom,0.9726774705511266
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Lymphom,0.9715112990747542
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Oesophaguskarzinom,0.9658878156517766
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Pankreatitis,0.9408247079236076
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Pneumonie_01,0.9375538974669464
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Pneumonie_02,0.9757675875856338
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Pyelonephritis,0.9768726886970956
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Rueckenschmerzen,0.8820615915565124
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Thorakale Schmerzen,0.9811565986146928
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Traumaanamnese,0.9359287548833654
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_Venenthrombose_TVT,0.9459586167798654
medical,embedding_Jina_v3,Meta Llama 3.1 8B Instruct,Anam_sexueller_Missbrauch,0.9484389059155802
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Aengstliche-Patientin,0.9386666691673848
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Appendizitis,0.9618946149607338
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Bauchschmerzen,0.980931967632118
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Beinschmerzen,0.9784051741695924
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Cephalgie,0.966966382808561
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Cholezystitis,0.977244293366424
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Covid-19_01,0.959115151722162
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Covid-19_02,0.9764164144203352
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Fahrradunfall_01,0.9379766465528412
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Fahrradunfall_02,0.9768158899707672
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Fremdanamnese,0.9540798677416495
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Fremdanamnese_Saeugling,0.9595206526023612
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Gastroenteritis,0.9732503916740828
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Hyperthyreose,0.9514356716130647
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Koronarsyndrom,0.9564731837431074
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Lymphom,0.937267806528834
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Oesophaguskarzinom,0.9478127564887184
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Pankreatitis,0.982175921126924
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Pneumonie_01,0.9728586270538904
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Pneumonie_02,0.9815638631756
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Pyelonephritis,0.9657773308183518
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Rueckenschmerzen,0.9508265432589832
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Thorakale Schmerzen,0.9748158031643678
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Traumaanamnese,0.9599192807672552
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_Venenthrombose_TVT,0.9769745294707448
medical,embedding_Jina_v3,OpenAI GPT OSS 120B,Anam_sexueller_Missbrauch,0.9700643601733596
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Aengstliche-Patientin,0.9130032340274564
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Appendizitis,0.8924001604152932
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Bauchschmerzen,0.9801373055758564
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Beinschmerzen,0.8774277810359221
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Cephalgie,0.945510836511473
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Cholezystitis,0.9566285174467076
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Covid-19_01,0.9242609894850264
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Covid-19_02,0.859639098020485
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fahrradunfall_01,0.8932364527132273
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fahrradunfall_02,0.9071744635125816
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fremdanamnese,0.8936533370234484
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Fremdanamnese_Saeugling,0.9137514738608798
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Gastroenteritis,0.915966087534994
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Hyperthyreose,0.9537890283638566
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Koronarsyndrom,0.8877102288874235
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Lymphom,0.9179067240058127
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Oesophaguskarzinom,0.9342536831827988
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pankreatitis,0.9560380041160104
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pneumonie_01,0.9111057991266844
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pneumonie_02,0.8915209424601204
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Pyelonephritis,0.9231704546250038
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Rueckenschmerzen,0.9770232041269048
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Thorakale Schmerzen,0.9557852014038244
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Traumaanamnese,0.9625829015953632
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_Venenthrombose_TVT,0.9794369806657104
medical,BAAI/bge-m3,Llama 3.1 SauerkrautLM 70B Instruct,Anam_sexueller_Missbrauch,0.9338847753549472
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Aengstliche-Patientin,0.8684568350562344
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Appendizitis,0.9283560596488232
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Bauchschmerzen,0.9283876770147972
medical,BAAI/bge-m3,MedGemma 27B Instruct,Anam_Beinschmerzen,0.9051300474638028
