experiment_id,audio_id,model_name,l2_Alibaba-NLP/gte-multilingual-base
1861,Anam_Covid-19_01,Meta Llama 3.1 8B Instruct,0.4452971839465874
1862,Anam_Covid-19_01,Meta Llama 3.1 8B Instruct,0.43052910471860356
1864,Anam_Covid-19_01,OpenAI GPT OSS 120B,0.40479391248469765
1863,Anam_Covid-19_01,OpenAI GPT OSS 120B,0.30299887646576357
1865,Anam_Covid-19_01,OpenAI GPT OSS 120B,0.31375955784299503
1875,Anam_Fahrradunfall_01,MedGemma 27B Instruct,0.5581541481839608
1866,Anam_Covid-19_01,OpenAI GPT OSS 120B,0.3685822573049782
1876,Anam_Fahrradunfall_01,MedGemma 27B Instruct,0.5800995683766288
1878,Anam_Fahrradunfall_01,MedGemma 27B Instruct,0.5588114370511222
1877,Anam_Fahrradunfall_01,MedGemma 27B Instruct,0.5673979791302535
1879,Anam_Fahrradunfall_01,Meta Llama 3.1 8B Instruct,0.5750564554137224
1881,Anam_Fahrradunfall_01,Meta Llama 3.1 8B Instruct,0.6244115388280532
1880,Anam_Fahrradunfall_01,Meta Llama 3.1 8B Instruct,0.569712490757106
1882,Anam_Fahrradunfall_01,Meta Llama 3.1 8B Instruct,0.5547566230617453
1872,Anam_Fahrradunfall_01,Llama 3.1 SauerkrautLM 70B Instruct,0.5570394740660761
1763,Anam_Beinschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.5380133903587139
1874,Anam_Fahrradunfall_01,Llama 3.1 SauerkrautLM 70B Instruct,0.5979971042716538
1873,Anam_Fahrradunfall_01,Llama 3.1 SauerkrautLM 70B Instruct,0.6030300059219698
1871,Anam_Fahrradunfall_01,Llama 3.1 SauerkrautLM 70B Instruct,0.5299896825544408
1888,Anam_Aengstliche-Patientin,Llama 3.1 SauerkrautLM 70B Instruct,0.6705556411554623
1887,Anam_Aengstliche-Patientin,Llama 3.1 SauerkrautLM 70B Instruct,0.6719463744495341
1889,Anam_Aengstliche-Patientin,Llama 3.1 SauerkrautLM 70B Instruct,0.6354922840078963
1891,Anam_Aengstliche-Patientin,MedGemma 27B Instruct,0.5783201790331851
1890,Anam_Aengstliche-Patientin,Llama 3.1 SauerkrautLM 70B Instruct,0.6509600062537723
1893,Anam_Aengstliche-Patientin,MedGemma 27B Instruct,0.4205972867363809
1892,Anam_Aengstliche-Patientin,MedGemma 27B Instruct,0.5141681179265079
1894,Anam_Aengstliche-Patientin,MedGemma 27B Instruct,0.5811618859989452
1896,Anam_Aengstliche-Patientin,Meta Llama 3.1 8B Instruct,0.5573021647128727
1895,Anam_Aengstliche-Patientin,Meta Llama 3.1 8B Instruct,0.5239613611396091
1898,Anam_Aengstliche-Patientin,Meta Llama 3.1 8B Instruct,0.6688717692450774
1897,Anam_Aengstliche-Patientin,Meta Llama 3.1 8B Instruct,0.6203396707376053
1899,Anam_Aengstliche-Patientin,OpenAI GPT OSS 120B,0.6037523543393704
1901,Anam_Aengstliche-Patientin,OpenAI GPT OSS 120B,0.5731041211105468
1900,Anam_Aengstliche-Patientin,OpenAI GPT OSS 120B,0.623850461984564
1902,Anam_Aengstliche-Patientin,OpenAI GPT OSS 120B,0.572572919473476
1883,Anam_Fahrradunfall_01,OpenAI GPT OSS 120B,0.48701054799510207
1884,Anam_Fahrradunfall_01,OpenAI GPT OSS 120B,0.4951777567930012
2008,Anam_Cholezystitis,MedGemma 27B Instruct,0.4515823628175061
1886,Anam_Fahrradunfall_01,OpenAI GPT OSS 120B,0.5202897101959633
2013,Anam_Cholezystitis,Meta Llama 3.1 8B Instruct,0.6250846813510013
2026,Anam_Cholezystitis,OpenAI GPT OSS 120B,0.5341603449188691
2014,Anam_Cholezystitis,Meta Llama 3.1 8B Instruct,0.7291293032936211
2023,Anam_Cholezystitis,OpenAI GPT OSS 120B,0.4723744473329505
2021,Anam_Cholezystitis,OpenAI GPT OSS 120B,0.5300073477094985
2020,Anam_Cholezystitis,OpenAI GPT OSS 120B,0.5201560565393272
1994,Anam_Cholezystitis,Llama 3.1 SauerkrautLM 70B Instruct,0.5679286561748238
1885,Anam_Fahrradunfall_01,OpenAI GPT OSS 120B,0.4312672735812264
2019,Anam_Cholezystitis,Meta Llama 3.1 8B Instruct,0.5331598749382142
2018,Anam_Cholezystitis,Meta Llama 3.1 8B Instruct,0.5123266058326372
2012,Anam_Cholezystitis,MedGemma 27B Instruct,0.5443298050346694
2007,Anam_Cholezystitis,MedGemma 27B Instruct,0.5433044993521823
2006,Anam_Cholezystitis,MedGemma 27B Instruct,0.44812654892072007
2005,Anam_Cholezystitis,Llama 3.1 SauerkrautLM 70B Instruct,0.578152411496301
2001,Anam_Cholezystitis,Llama 3.1 SauerkrautLM 70B Instruct,0.5751587540512041
1999,Anam_Cholezystitis,Llama 3.1 SauerkrautLM 70B Instruct,0.5648140782696066
2031,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6552946407139653
2034,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6602808431438311
2033,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6650243707680809
2035,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.7080264274088821
2036,Anam_Covid-19_02,MedGemma 27B Instruct,0.5629033436416953
2040,Anam_Covid-19_02,MedGemma 27B Instruct,0.5527586813684874
2043,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6113784038750074
2041,Anam_Covid-19_02,MedGemma 27B Instruct,0.5461302709546615
2049,Anam_Covid-19_02,Meta Llama 3.1 8B Instruct,0.3778922707140506
2047,Anam_Covid-19_02,Meta Llama 3.1 8B Instruct,0.44645961482710755
2050,Anam_Covid-19_02,Meta Llama 3.1 8B Instruct,0.6316814592914406
2057,Anam_Gastroenteritis,Llama 3.1 SauerkrautLM 70B Instruct,0.5819427931642006
2051,Anam_Covid-19_02,Meta Llama 3.1 8B Instruct,0.5712065118012434
2058,Anam_Gastroenteritis,Llama 3.1 SauerkrautLM 70B Instruct,0.6116992459012306
2060,Anam_Gastroenteritis,Llama 3.1 SauerkrautLM 70B Instruct,0.5904893167420668
2059,Anam_Gastroenteritis,Llama 3.1 SauerkrautLM 70B Instruct,0.6086675319055309
2062,Anam_Gastroenteritis,MedGemma 27B Instruct,0.5679526530849838
2061,Anam_Gastroenteritis,MedGemma 27B Instruct,0.5449866147395176
2063,Anam_Gastroenteritis,MedGemma 27B Instruct,0.5670653159016242
2065,Anam_Gastroenteritis,Meta Llama 3.1 8B Instruct,0.5681561527907049
2064,Anam_Gastroenteritis,MedGemma 27B Instruct,0.5343131318247585
2066,Anam_Gastroenteritis,Meta Llama 3.1 8B Instruct,0.5555838947432843
2068,Anam_Gastroenteritis,Meta Llama 3.1 8B Instruct,0.5497347372917353
2067,Anam_Gastroenteritis,Meta Llama 3.1 8B Instruct,0.5515073187798634
2073,Anam_Koronarsyndrom,Llama 3.1 SauerkrautLM 70B Instruct,0.6117297193896956
2074,Anam_Koronarsyndrom,Llama 3.1 SauerkrautLM 70B Instruct,0.5475994203159013
2076,Anam_Koronarsyndrom,Llama 3.1 SauerkrautLM 70B Instruct,0.516380170001745
2075,Anam_Koronarsyndrom,Llama 3.1 SauerkrautLM 70B Instruct,0.665308198102754
2078,Anam_Koronarsyndrom,MedGemma 27B Instruct,0.5216183422498826
2077,Anam_Koronarsyndrom,MedGemma 27B Instruct,0.49554426779545596
2080,Anam_Koronarsyndrom,Meta Llama 3.1 8B Instruct,0.6186506905569382
2079,Anam_Koronarsyndrom,MedGemma 27B Instruct,0.5140187226891286
2081,Anam_Koronarsyndrom,MedGemma 27B Instruct,0.5333536075480917
2083,Anam_Koronarsyndrom,Meta Llama 3.1 8B Instruct,0.6579585065980424
2082,Anam_Koronarsyndrom,Meta Llama 3.1 8B Instruct,0.6879646235246669
2089,Anam_Pankreatitis,Llama 3.1 SauerkrautLM 70B Instruct,0.5459882828250151
2084,Anam_Koronarsyndrom,Meta Llama 3.1 8B Instruct,0.6493774431634707
2090,Anam_Pankreatitis,Llama 3.1 SauerkrautLM 70B Instruct,0.5556087917035825
2092,Anam_Pankreatitis,Llama 3.1 SauerkrautLM 70B Instruct,0.5335615816830117
2091,Anam_Pankreatitis,Llama 3.1 SauerkrautLM 70B Instruct,0.5513174949849504
2093,Anam_Pankreatitis,MedGemma 27B Instruct,0.5151158302619528
2095,Anam_Pankreatitis,MedGemma 27B Instruct,0.5519469454599789
2094,Anam_Pankreatitis,MedGemma 27B Instruct,0.5423353894517883
2097,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.5290037168716979
2096,Anam_Pankreatitis,MedGemma 27B Instruct,0.5486131614609036
2098,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.5621763901853142
2099,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.5840424878232413
2105,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.5925903627502528
2100,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.5836967848080644
2106,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6224882803798053
2108,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.5803939825717543
2107,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.5862171374083242
2109,Anam_Pneumonie_02,MedGemma 27B Instruct,0.4448942462682602
2111,Anam_Pneumonie_02,MedGemma 27B Instruct,0.46368550394893415
2110,Anam_Pneumonie_02,MedGemma 27B Instruct,0.525891524729325
2112,Anam_Pneumonie_02,MedGemma 27B Instruct,0.5141443117998845
2114,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.5857816030836985
2113,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.5859787570301052
2115,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.4968181291360578
2251,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.6017095706020299
2116,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.580476792469577
2253,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.5987905311964127
2252,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.5963277114799606
2254,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.6178922054990241
2256,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.5181197798568453
2255,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.518279023323535
2258,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.4971616827433732
2257,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.515628688750984
2259,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.6109518834462079
2261,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.610651364151999
2260,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.7540840691323399
2262,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.704437925195225
2264,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.526535168666378
2071,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.5302068525877955
1968,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.4179014385649012
1967,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.5480104434736477
1966,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.483051311265961
1965,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.4926461392741048
2265,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.5164449587393037
2266,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.5286125048144641
2267,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.5072731566977945
2268,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.627004749938653
2433,Anam_Fahrradunfall_02,OpenAI GPT-5,0.6484237930846403
2432,Anam_Rueckenschmerzen,OpenAI GPT-5,0.5775884358646276
2431,Anam_Pneumonie_02,OpenAI GPT-5,0.6033001610150682
2430,Anam_Pankreatitis,OpenAI GPT-5,0.5330463170314859
2429,Anam_Koronarsyndrom,OpenAI GPT-5,0.5969604490003569
2428,Anam_Gastroenteritis,OpenAI GPT-5,0.6314794118975185
2427,Anam_Covid-19_02,OpenAI GPT-5,0.6542704175229167
2426,Anam_Cholezystitis,OpenAI GPT-5,0.5418486263820294
2425,Anam_Aengstliche-Patientin,OpenAI GPT-5,0.6951345669201975
2424,Anam_Fahrradunfall_01,OpenAI GPT-5,0.5390961772188403
2423,Anam_Covid-19_01,OpenAI GPT-5,0.37600718608035877
2422,Anam_Cephalgie,OpenAI GPT-5,0.584458543783434
2421,Anam_Beinschmerzen,OpenAI GPT-5,0.548933921133402
2190,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.5875212108735397
2371,Anam_Thorakale Schmerzen,GPT-5,0.559552829387355
2370,Anam_Pyelonephritis,GPT-5,0.5655260920587766
2372,Anam_sexueller_Missbrauch,GPT-5,0.4618241766686841
2380,Anam_Hyperthyreose,GPT-5,0.6804187588963806
2379,Anam_Venenthrombose_TVT,GPT-5,0.6316852221635975
2378,Anam_Traumaanamnese,GPT-5,0.5189786033753516
2377,Anam_Oesophaguskarzinom,GPT-5,0.6274197261685378
2376,Anam_Lymphom,GPT-5,0.6553907200684533
2375,Anam_Fremdanamnese_Saeugling,GPT-5,0.5656583570757779
2374,Anam_Fremdanamnese,GPT-5,0.6370571590179211
2373,Anam_Appendizitis,GPT-5,0.593508047677258
2369,Anam_Pneumonie_01,GPT-5,0.6331041189533234
2367,Anam_Bauchschmerzen,GPT-5,0.6326928140877766
2282,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.5353253227457477
2276,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.5957537712210047
2269,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6503830110802241
2270,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.5941319172373887
2271,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.650747436893479
2272,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.5186018952093178
2273,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.5036104615830471
2274,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.530987207901068
2275,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.5480639509163789
2279,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.5865727692174536
2277,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.547834721023332
2278,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.5314446749582399
2280,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.4087740318372932
2281,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.4872495186875187
2284,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.5902720965613284
2053,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.6189106133482148
2054,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.5686537553988885
2055,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.5407620147061274
2056,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.600861022535932
2069,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.5255553342400926
2070,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.525209429464448
2072,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.518421051915927
2085,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.5220915764288493
2086,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.5649589361537946
2087,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.5010413013206273
2088,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.5511524403717183
2101,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.57416183491205
2103,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.6054767117897258
2104,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.565278124418676
2117,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.5791855026696476
2118,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.5688510266810466
2102,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.6128895754012129
2119,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.5590258581463954
1684,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.6932023675538659
2194,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.6480194663876877
2208,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.6425218029024027
2197,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.6367845013658804
2196,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.6098807792735659
2195,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.6418074703680778
2177,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.5921463041842452
2176,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.5397275885339279
2175,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.5456038871169516
2174,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.5384585556327636
2136,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.6157878260870376
2137,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.6140141752613651
2138,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.616392628093569
2139,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.6245722881528323
2150,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.6297600145464071
2151,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.6565043285593026
2152,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.6196118780250032
2153,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.6040791866276478
2039,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.5892239109093247
2038,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.5990347976658289
2037,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.566156081342511
2032,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.6448507461731223
2009,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.6686447364674661
2010,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.6538542611583248
2011,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.629850289269933
1997,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.6920884400007117
1985,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.6001603309695203
1984,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.6038036474011744
1983,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.5979827838934471
1982,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.5991202925416527
1910,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.5710647673508532
1957,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.587566014509003
1958,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.5707070091517963
1959,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.5355412070488995
1939,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.5770914675831939
1938,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.5854768833962903
1937,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.6005185112470985
1936,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.5782625547478578
1912,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.6462273739478295
1911,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.6249398942558491
1909,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.6663085958401322
1843,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.6937321521821278
1842,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.6469742783677215
1841,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.6301339491738772
1839,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.6939221204235145
1825,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.6915821052340131
1824,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.6791523588343424
1823,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.6838530192051027
1822,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.6776491425558532
1739,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.5588910657026022
1738,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.5594709451710065
1736,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.5571390471904979
1735,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.5730374142737668
2204,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.5783182513043595
2206,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.6121360685498035
2205,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.5523478234281904
2203,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.5983978961926282
2181,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.6014789157628758
2180,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.5882568412315726
2179,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.5431859475044236
2178,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.5522384635627848
2141,Anam_Lymphom,OpenAI GPT OSS 120B,0.6616561114586262
2142,Anam_Lymphom,OpenAI GPT OSS 120B,0.6213508856567195
2143,Anam_Lymphom,OpenAI GPT OSS 120B,0.6008872921759252
2144,Anam_Lymphom,OpenAI GPT OSS 120B,0.6379934245607816
2125,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.6540982568126382
2127,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.64555247562154
2165,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.6643843376797715
2164,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.665887646031155
2163,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.7288083260778254
2161,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.6578757419632806
2126,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.539576270374774
2048,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.6428026230609919
2016,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.554410893411508
2017,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.5725146636958693
2015,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.5768909573877278
1993,Anam_Appendizitis,OpenAI GPT OSS 120B,0.6009352553020307
1992,Anam_Appendizitis,OpenAI GPT OSS 120B,0.5997798410909732
1991,Anam_Appendizitis,OpenAI GPT OSS 120B,0.6040911093445052
1990,Anam_Appendizitis,OpenAI GPT OSS 120B,0.610580564514193
1948,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.5454405472040181
2000,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.6221140342951903
1947,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.6041017967444352
1946,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.6032015500858451
1945,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.57830197022958
