experiment_id,audio_id,model_name,l2_embedding_Jina_v3
2098,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.6021547377761075
2099,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.6155900734139248
2105,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6385664611732597
2100,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.5848634228724781
2106,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6658671466683509
2108,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6311858929540242
2107,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6558688982321819
2109,Anam_Pneumonie_02,MedGemma 27B Instruct,0.4472743243611396
2111,Anam_Pneumonie_02,MedGemma 27B Instruct,0.4580220675653044
2110,Anam_Pneumonie_02,MedGemma 27B Instruct,0.49756504211214764
2112,Anam_Pneumonie_02,MedGemma 27B Instruct,0.4944181977188357
2114,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.5539277069663355
2113,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.579926189574696
2115,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.4992644703907782
2251,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.6341359217902415
2116,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.5755014572903117
2253,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.5648641435900899
2252,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.6241101770105336
2254,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.6460261607391823
2256,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.46052659876539137
2255,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.4526760378841158
2258,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.4675686479457055
2257,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.4627197528100444
2259,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.5755382017875514
2261,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.6367554169066705
2260,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.6604015975201124
2262,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.6781163851510291
2264,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.496928120689206
2071,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.5061581691554732
1968,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.5248359840486244
1967,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.57740065710913
1966,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.5551765682389929
1965,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.526427884766764
2265,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.555232258670319
2266,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.5673949350700249
2267,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.561920527363854
2268,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.642733553895512
2433,Anam_Fahrradunfall_02,OpenAI GPT-5,0.6788587589527499
2432,Anam_Rueckenschmerzen,OpenAI GPT-5,0.5860483817961673
2431,Anam_Pneumonie_02,OpenAI GPT-5,0.5951858100013678
2430,Anam_Pankreatitis,OpenAI GPT-5,0.5939058369843451
2429,Anam_Koronarsyndrom,OpenAI GPT-5,0.619428165692397
2428,Anam_Gastroenteritis,OpenAI GPT-5,0.6590840631063606
2427,Anam_Covid-19_02,OpenAI GPT-5,0.6264733665529447
2426,Anam_Cholezystitis,OpenAI GPT-5,0.638223008261166
2425,Anam_Aengstliche-Patientin,OpenAI GPT-5,0.6974554019589233
2424,Anam_Fahrradunfall_01,OpenAI GPT-5,0.583886297898193
2423,Anam_Covid-19_01,OpenAI GPT-5,0.5228871901493336
2422,Anam_Cephalgie,OpenAI GPT-5,0.6095234514091254
2421,Anam_Beinschmerzen,OpenAI GPT-5,0.5587484985291836
2190,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.5867872081152227
2371,Anam_Thorakale Schmerzen,GPT-5,0.6693188545490335
2370,Anam_Pyelonephritis,GPT-5,0.6384522679931103
2372,Anam_sexueller_Missbrauch,GPT-5,0.610972706808588
2380,Anam_Hyperthyreose,GPT-5,0.7006822697074345
2379,Anam_Venenthrombose_TVT,GPT-5,0.635110143278979
2378,Anam_Traumaanamnese,GPT-5,0.6190016258349075
2377,Anam_Oesophaguskarzinom,GPT-5,0.666767187654045
2376,Anam_Lymphom,GPT-5,0.7776578940614465
2375,Anam_Fremdanamnese_Saeugling,GPT-5,0.6030236950049456
2374,Anam_Fremdanamnese,GPT-5,0.6837493317521365
2373,Anam_Appendizitis,GPT-5,0.6561148996674747
2369,Anam_Pneumonie_01,GPT-5,0.5822732652364503
2367,Anam_Bauchschmerzen,GPT-5,0.6676995295794398
2282,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.5501180745918055
2276,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.6277725594165214
2269,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6439781411680884
2270,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6362486158730004
2271,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6631740635034151
2272,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.5967272335924544
2273,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.5307236575167034
2274,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.5495930687447321
2275,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.5892676062703887
2279,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.5862282260617713
2277,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.5471163303022512
2278,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.5842826181722223
2280,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.4289102668530888
2281,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.4439405346635815
2284,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.6444700879856889
2053,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.5626442911977662
2054,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.5823236898047439
2055,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.5575746140596496
2056,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.5848762974469061
2069,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.50726218644928
2070,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.5658511367355542
2072,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.5415012452271856
2085,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.5698613658135367
2086,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.5373507751662427
2087,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.5870165335992423
2088,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.5087559462908603
2101,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.5563466963842213
2103,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.606619500009304
2104,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.6010055941782423
2117,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.5735111690781506
2118,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.5481798608165763
2102,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.5710874738978711
2119,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.525887155022414
1684,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.6387301075142834
2194,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.6440386773131486
2208,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.7925872687740881
2197,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.6400706438698388
2196,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.6224495485868285
2195,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.6281406998257744
2177,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.5519732762625472
2176,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.5511686558993846
2175,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.5574196996420523
2174,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.5568833682386554
2136,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.6822605983141504
2137,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.6623352085765154
2138,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.6700142553877433
2139,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.7006828805271116
2150,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.6204766848483013
2151,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.6137455591479752
2152,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.6077724684738738
2153,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.5958914125378951
2039,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.5969254508801982
2038,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.5962772037812339
2037,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.6006813633462432
2032,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.5795735535139055
2009,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.6314284071366032
2010,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.6729172536513038
2011,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.6211494721722951
1997,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.670243414480184
1985,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.6834692051416925
1984,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.6416658199705941
1983,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.6513834440860212
1982,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.6354171925704613
1910,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.6753164675423325
1957,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.676979794498067
1958,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.6612330185350632
1959,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.6493434167734502
1939,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.595807860676481
1938,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.5697467945609258
1937,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.6076963230893878
1936,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.5886918625657641
1912,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.7879981981234694
1911,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.5971275591769223
1909,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.7839521619156049
1843,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.6695054319806306
1842,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.5609002431341004
1841,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.5896519180233685
1839,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.6670853925152311
1825,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.7253574226250499
1824,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.7100341847956673
1823,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.7108578226663833
1822,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.7251406486847973
1739,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.6276472530743025
1738,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.6300124013652892
1736,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.6290990270795411
1735,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.6446432410997192
2204,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.6293807023002801
2206,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.6205023386461498
2205,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.5602524828377251
2203,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.6316083896809378
2181,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.6022707190099384
2180,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.5930816803799516
2179,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.5989244465616543
2178,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.5199984887475324
2141,Anam_Lymphom,OpenAI GPT OSS 120B,0.6822097241699262
2142,Anam_Lymphom,OpenAI GPT OSS 120B,0.6733314919473015
2143,Anam_Lymphom,OpenAI GPT OSS 120B,0.6343119919370833
2144,Anam_Lymphom,OpenAI GPT OSS 120B,0.6628329130998383
2125,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.5756401089255402
2127,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.591835136419786
2165,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.7173247023914923
2164,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.665206894482456
2163,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.712175674740687
2161,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.6592675962714535
2126,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.558315481666304
2048,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.5892750140084021
2016,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.5678326960669519
2017,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.5674087997664847
2015,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.5990113365615991
1993,Anam_Appendizitis,OpenAI GPT OSS 120B,0.5966117376646993
1992,Anam_Appendizitis,OpenAI GPT OSS 120B,0.5690503755435414
1991,Anam_Appendizitis,OpenAI GPT OSS 120B,0.609412707107151
1990,Anam_Appendizitis,OpenAI GPT OSS 120B,0.6634875402909566
1948,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.5143625846735741
2000,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.6269923778958565
1947,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.555614374363708
1946,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.5604300556290263
1945,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.5490673797692154
