experiment_id,audio_id,model_name,l2_embedding_Llama-3.1_8B-Instruct
2114,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.7207738579284736
2113,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.7516691377998346
2115,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.7298008191830689
2251,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.766299877233616
2116,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.7366981152895625
2253,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7769834231371509
2252,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7607033106912242
2254,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7746916753713877
2256,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.7487019665146493
2255,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.7320218695437136
2258,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.7649265272089045
2257,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.7380800028195922
2259,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.7387807948638818
2261,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.7224723957870749
2260,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.7662899202224132
2262,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.8807953741778276
2264,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.8065575929485225
2071,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.7907473450615192
1968,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.8045532322083941
1967,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.8064359714105005
1966,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.8098509327544157
1965,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.7778709762610753
2265,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.7795334727606499
2266,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.8446242905758475
2267,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.8108959429573651
2268,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.6886322701487333
2433,Anam_Fahrradunfall_02,OpenAI GPT-5,0.7550547919118318
2432,Anam_Rueckenschmerzen,OpenAI GPT-5,0.82291285608693
2431,Anam_Pneumonie_02,OpenAI GPT-5,0.807391300102549
2430,Anam_Pankreatitis,OpenAI GPT-5,0.8079456632886656
2429,Anam_Koronarsyndrom,OpenAI GPT-5,0.8890678521777146
2428,Anam_Gastroenteritis,OpenAI GPT-5,0.8356873643958804
2427,Anam_Covid-19_02,OpenAI GPT-5,0.8749026053253045
2426,Anam_Cholezystitis,OpenAI GPT-5,0.7097532794630625
2425,Anam_Aengstliche-Patientin,OpenAI GPT-5,0.7560304920994239
2424,Anam_Fahrradunfall_01,OpenAI GPT-5,0.7668815842414638
2423,Anam_Covid-19_01,OpenAI GPT-5,0.8396213711547101
2422,Anam_Cephalgie,OpenAI GPT-5,0.8313616094753004
2421,Anam_Beinschmerzen,OpenAI GPT-5,0.8634402517812767
2190,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.8422614173639748
2371,Anam_Thorakale Schmerzen,GPT-5,0.847541859013096
2370,Anam_Pyelonephritis,GPT-5,0.7920836249228937
2372,Anam_sexueller_Missbrauch,GPT-5,0.8257924767250739
2380,Anam_Hyperthyreose,GPT-5,0.8157387041739702
2379,Anam_Venenthrombose_TVT,GPT-5,0.8370905448377378
2378,Anam_Traumaanamnese,GPT-5,0.93850640079377
2377,Anam_Oesophaguskarzinom,GPT-5,0.8352612179597287
2376,Anam_Lymphom,GPT-5,0.84600587122963
2375,Anam_Fremdanamnese_Saeugling,GPT-5,0.82830077065114
2374,Anam_Fremdanamnese,GPT-5,0.9110949497079642
2373,Anam_Appendizitis,GPT-5,1.0329756144162598
2369,Anam_Pneumonie_01,GPT-5,0.8383623490327271
2367,Anam_Bauchschmerzen,GPT-5,0.7576869966469252
2282,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.671131885780862
2276,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.7400348716525872
2269,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.7148581681282623
2270,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.7996902932544872
2271,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.7027080680580478
2272,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.9211915545191243
2273,Anam_Fahrradunfall_02,MedGemma 27B Instruct,1.0998910333865126
2274,Anam_Fahrradunfall_02,MedGemma 27B Instruct,1.024242220000687
2275,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.8621185675274691
2279,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.7517529565840265
2277,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.7062589259645848
2278,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.7248165724749551
2280,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.6653145210033121
2281,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.8719507261090984
2284,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.7135537346732861
2053,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.8786958088205125
2054,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.9302342880340421
2055,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.9162475652955269
2056,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.8676014788166672
2069,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.8256784829363712
2070,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.8744383421911748
2072,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.8233871802479292
2085,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.8468705979952972
2086,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.8958297515884515
2087,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.8755842823059399
2088,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.8551413698253398
2101,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.7701410480750668
2103,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.7389964509124695
2104,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.7716764860075027
2117,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.7551993384475122
2118,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.8030285817238991
2102,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.776163492440653
2119,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.768644011688345
1684,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.7142957264913692
2194,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.8913108371822558
2208,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.8142203630922284
2197,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.9406889535755694
2196,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.9062031403715876
2195,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.9073458297464583
2177,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.7873247947334342
2176,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.7727657769233899
2175,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.7578271247697618
2174,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.7794045201126493
2136,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.8143432234997316
2137,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.7855695743122018
2138,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.7899071437468179
2139,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.819582653771497
2150,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.7963215680953613
2151,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.8560689835949505
2152,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.8100413039064501
2153,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.9391498242618882
2039,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.8544511893535882
2038,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.8048419620446516
2037,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.940619395158583
2032,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.8270889869809037
2009,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.9062584852264585
2010,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.923964823942801
2011,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.9122136136112032
1997,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.9267638417064049
1985,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,1.0062832970368796
1984,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,1.0026328050012328
1983,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,1.015611356183241
1982,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.9820703769654573
1910,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.7625698147192195
1957,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.7664412210975429
1958,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.7595459764761976
1959,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.7256174991703747
1939,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.81810842602179
1938,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.8076339498637682
1937,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.8173338133172182
1936,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.8101385142198929
1912,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.7840416699468881
1911,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.8060385039108652
1909,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.7852423521316735
1843,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.8072981528453302
1842,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.8263611973322973
1841,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.8218012575997815
1839,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.8335198445078682
1825,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.8440958301363708
1824,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.8335490089913249
1823,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.8485554723655107
1822,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.8187656752407263
1739,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7278764686419412
1738,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7542523227633864
1736,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7658056542290422
1735,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7276988130306674
2204,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.8589831623129932
2206,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.834710128280263
2205,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.8885550583184564
2203,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.8433197199664155
2181,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.817084269485538
2180,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.8401737346172102
2179,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.8124088451581609
2178,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.8034147415180113
2141,Anam_Lymphom,OpenAI GPT OSS 120B,0.8787560964835835
2142,Anam_Lymphom,OpenAI GPT OSS 120B,0.8811067290082354
2143,Anam_Lymphom,OpenAI GPT OSS 120B,0.8358616077776113
2144,Anam_Lymphom,OpenAI GPT OSS 120B,0.8629447194215217
2125,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.8323416399858332
2127,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.8494266500401876
2165,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.875089794835145
2164,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.8352716869123935
2163,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.8546586953370371
2161,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.869886594102787
2126,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.8669576301754875
2048,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.8559830517201198
2016,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.9514070549329808
2017,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.963094922381886
2015,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.9127152883446181
1993,Anam_Appendizitis,OpenAI GPT OSS 120B,0.9954084057461154
1992,Anam_Appendizitis,OpenAI GPT OSS 120B,1.0009457553263774
1991,Anam_Appendizitis,OpenAI GPT OSS 120B,0.9559334847541598
1990,Anam_Appendizitis,OpenAI GPT OSS 120B,1.0070457262828272
1948,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.8293781548996281
2000,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.9726372264717511
1947,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.7877098460195747
1946,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.8263735598121386
1945,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.8141771475285903
