experiment_id,audio_id,model_name,sim_aari1995/German_Semantic_V3b
1888,Anam_Aengstliche-Patientin,Llama 3.1 SauerkrautLM 70B Instruct,0.9022753184739247
1887,Anam_Aengstliche-Patientin,Llama 3.1 SauerkrautLM 70B Instruct,0.9159380721182451
1889,Anam_Aengstliche-Patientin,Llama 3.1 SauerkrautLM 70B Instruct,0.9175175827682236
1891,Anam_Aengstliche-Patientin,MedGemma 27B Instruct,0.9545793569861603
1890,Anam_Aengstliche-Patientin,Llama 3.1 SauerkrautLM 70B Instruct,0.911239448939377
1893,Anam_Aengstliche-Patientin,MedGemma 27B Instruct,0.9895033705168368
1892,Anam_Aengstliche-Patientin,MedGemma 27B Instruct,0.9572558660736175
1894,Anam_Aengstliche-Patientin,MedGemma 27B Instruct,0.9717813702924532
1896,Anam_Aengstliche-Patientin,Meta Llama 3.1 8B Instruct,0.9135922782089901
1895,Anam_Aengstliche-Patientin,Meta Llama 3.1 8B Instruct,0.909339070840761
1898,Anam_Aengstliche-Patientin,Meta Llama 3.1 8B Instruct,0.8807959977902423
1897,Anam_Aengstliche-Patientin,Meta Llama 3.1 8B Instruct,0.9114073858453378
1899,Anam_Aengstliche-Patientin,OpenAI GPT OSS 120B,0.9137399596206849
1901,Anam_Aengstliche-Patientin,OpenAI GPT OSS 120B,0.9670497321897271
1900,Anam_Aengstliche-Patientin,OpenAI GPT OSS 120B,0.9387926227902722
1902,Anam_Aengstliche-Patientin,OpenAI GPT OSS 120B,0.9735535316027608
1883,Anam_Fahrradunfall_01,OpenAI GPT OSS 120B,0.9743907792275955
1884,Anam_Fahrradunfall_01,OpenAI GPT OSS 120B,0.9776687794825512
2008,Anam_Cholezystitis,MedGemma 27B Instruct,0.9832029805671909
1886,Anam_Fahrradunfall_01,OpenAI GPT OSS 120B,0.9608878961865696
2013,Anam_Cholezystitis,Meta Llama 3.1 8B Instruct,0.919778322639824
2026,Anam_Cholezystitis,OpenAI GPT OSS 120B,0.9788599577345926
2014,Anam_Cholezystitis,Meta Llama 3.1 8B Instruct,0.8764405065218762
2023,Anam_Cholezystitis,OpenAI GPT OSS 120B,0.975528605879338
2021,Anam_Cholezystitis,OpenAI GPT OSS 120B,0.9642932086796627
2020,Anam_Cholezystitis,OpenAI GPT OSS 120B,0.9774224664871355
1994,Anam_Cholezystitis,Llama 3.1 SauerkrautLM 70B Instruct,0.942066287152281
1885,Anam_Fahrradunfall_01,OpenAI GPT OSS 120B,0.9727590047943004
2019,Anam_Cholezystitis,Meta Llama 3.1 8B Instruct,0.9373059881549841
2018,Anam_Cholezystitis,Meta Llama 3.1 8B Instruct,0.9213818406477342
2012,Anam_Cholezystitis,MedGemma 27B Instruct,0.9597860139332948
2007,Anam_Cholezystitis,MedGemma 27B Instruct,0.9697501597608384
2006,Anam_Cholezystitis,MedGemma 27B Instruct,0.9834981991167063
2005,Anam_Cholezystitis,Llama 3.1 SauerkrautLM 70B Instruct,0.9278133859584378
2001,Anam_Cholezystitis,Llama 3.1 SauerkrautLM 70B Instruct,0.926024358845773
1999,Anam_Cholezystitis,Llama 3.1 SauerkrautLM 70B Instruct,0.9334825342214785
2031,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.9279729336554816
2034,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.9299682863088501
2033,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.9305083754772491
2035,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.9239678332281342
2036,Anam_Covid-19_02,MedGemma 27B Instruct,0.9603970586157448
2040,Anam_Covid-19_02,MedGemma 27B Instruct,0.9602543963298955
2043,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.978141040811905
2041,Anam_Covid-19_02,MedGemma 27B Instruct,0.9789186910403672
2049,Anam_Covid-19_02,Meta Llama 3.1 8B Instruct,0.9977324336685962
2047,Anam_Covid-19_02,Meta Llama 3.1 8B Instruct,0.997365124711274
2050,Anam_Covid-19_02,Meta Llama 3.1 8B Instruct,0.953376372634238
2057,Anam_Gastroenteritis,Llama 3.1 SauerkrautLM 70B Instruct,0.9400654195790148
2051,Anam_Covid-19_02,Meta Llama 3.1 8B Instruct,0.6447149241711357
2058,Anam_Gastroenteritis,Llama 3.1 SauerkrautLM 70B Instruct,0.9282574169464546
2060,Anam_Gastroenteritis,Llama 3.1 SauerkrautLM 70B Instruct,0.9257491775529016
2059,Anam_Gastroenteritis,Llama 3.1 SauerkrautLM 70B Instruct,0.9213457068465689
2062,Anam_Gastroenteritis,MedGemma 27B Instruct,0.965181258747819
2061,Anam_Gastroenteritis,MedGemma 27B Instruct,0.9773579287458669
2063,Anam_Gastroenteritis,MedGemma 27B Instruct,0.9673135507279813
2065,Anam_Gastroenteritis,Meta Llama 3.1 8B Instruct,0.9394789033157287
2064,Anam_Gastroenteritis,MedGemma 27B Instruct,0.9370680871011816
2066,Anam_Gastroenteritis,Meta Llama 3.1 8B Instruct,0.9358093995834588
2068,Anam_Gastroenteritis,Meta Llama 3.1 8B Instruct,0.9451446989440708
2067,Anam_Gastroenteritis,Meta Llama 3.1 8B Instruct,0.922997256963375
2073,Anam_Koronarsyndrom,Llama 3.1 SauerkrautLM 70B Instruct,0.9108003338603341
2074,Anam_Koronarsyndrom,Llama 3.1 SauerkrautLM 70B Instruct,0.9086545148465619
2076,Anam_Koronarsyndrom,Llama 3.1 SauerkrautLM 70B Instruct,0.9280391378896944
2075,Anam_Koronarsyndrom,Llama 3.1 SauerkrautLM 70B Instruct,0.9196399483262614
2078,Anam_Koronarsyndrom,MedGemma 27B Instruct,0.9785455801969793
2077,Anam_Koronarsyndrom,MedGemma 27B Instruct,0.9641343397922069
2080,Anam_Koronarsyndrom,Meta Llama 3.1 8B Instruct,0.9381431487040988
2079,Anam_Koronarsyndrom,MedGemma 27B Instruct,0.980548228977048
2081,Anam_Koronarsyndrom,MedGemma 27B Instruct,0.9785796910570329
2083,Anam_Koronarsyndrom,Meta Llama 3.1 8B Instruct,0.9346649983235633
2082,Anam_Koronarsyndrom,Meta Llama 3.1 8B Instruct,0.9266209570341744
2089,Anam_Pankreatitis,Llama 3.1 SauerkrautLM 70B Instruct,0.9101803218919146
2084,Anam_Koronarsyndrom,Meta Llama 3.1 8B Instruct,0.9389501055324655
2090,Anam_Pankreatitis,Llama 3.1 SauerkrautLM 70B Instruct,0.9216878990826538
2092,Anam_Pankreatitis,Llama 3.1 SauerkrautLM 70B Instruct,0.9229070450175478
2091,Anam_Pankreatitis,Llama 3.1 SauerkrautLM 70B Instruct,0.9192656766481202
2093,Anam_Pankreatitis,MedGemma 27B Instruct,0.9420876546140875
2095,Anam_Pankreatitis,MedGemma 27B Instruct,0.958188020931124
2094,Anam_Pankreatitis,MedGemma 27B Instruct,0.9614796214417477
2097,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.8933838449428277
2096,Anam_Pankreatitis,MedGemma 27B Instruct,0.9590651249281229
2098,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.9026843263777838
2099,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.9279516167098916
2105,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.945462623097666
2100,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.8329163251082532
2106,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.93163545004775
2108,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.954565634066648
2107,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.94280790106072
2109,Anam_Pneumonie_02,MedGemma 27B Instruct,0.9881612287240216
2111,Anam_Pneumonie_02,MedGemma 27B Instruct,0.9721990217045656
2110,Anam_Pneumonie_02,MedGemma 27B Instruct,0.9724582411543763
2112,Anam_Pneumonie_02,MedGemma 27B Instruct,0.9754395918822252
2114,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.942475353149229
2113,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.9490500520701584
2115,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.9768300771008124
2251,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.9427078002387353
2116,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.9620886218251654
2253,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.9251463214693385
2252,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.9453566007285752
2254,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.9367357210032278
2256,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.9571592191810235
2255,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.9468370099940657
2258,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.9530517416004594
2257,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.9472074327023831
2259,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.9110718608276851
2261,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.9565590410469873
2260,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.883918324223275
2262,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.8615718059115332
2264,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.9581967036702574
2071,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.9724363197460468
1968,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.9687775783189426
1967,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.9256490933350427
1966,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.929955708627947
1965,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.9621488526411637
2265,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.9387066910184702
2266,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.956898536054148
2267,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.9576834625101815
2268,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.9312991414937599
2433,Anam_Fahrradunfall_02,OpenAI GPT-5,0.9630657025203313
2432,Anam_Rueckenschmerzen,OpenAI GPT-5,0.9488386021534007
2431,Anam_Pneumonie_02,OpenAI GPT-5,0.9519857257889075
2430,Anam_Pankreatitis,OpenAI GPT-5,0.959369396661407
2429,Anam_Koronarsyndrom,OpenAI GPT-5,0.9677779861863451
2428,Anam_Gastroenteritis,OpenAI GPT-5,0.9496300809195886
2427,Anam_Covid-19_02,OpenAI GPT-5,0.9652145278151267
2426,Anam_Cholezystitis,OpenAI GPT-5,0.9502081956611169
2425,Anam_Aengstliche-Patientin,OpenAI GPT-5,0.9524358429592172
2424,Anam_Fahrradunfall_01,OpenAI GPT-5,0.9683268306797779
2423,Anam_Covid-19_01,OpenAI GPT-5,0.9839376547984894
2422,Anam_Cephalgie,OpenAI GPT-5,0.962753868149623
2421,Anam_Beinschmerzen,OpenAI GPT-5,0.9652196931715298
2190,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.9249009234848793
2371,Anam_Thorakale Schmerzen,GPT-5,0.9491108959609876
2370,Anam_Pyelonephritis,GPT-5,0.9562133323929081
2372,Anam_sexueller_Missbrauch,GPT-5,0.9305110670574908
2380,Anam_Hyperthyreose,GPT-5,0.9619340175865324
2379,Anam_Venenthrombose_TVT,GPT-5,0.9446940599961383
2378,Anam_Traumaanamnese,GPT-5,0.9502718055611278
2377,Anam_Oesophaguskarzinom,GPT-5,0.9493166632605304
2376,Anam_Lymphom,GPT-5,0.9414031714675627
2375,Anam_Fremdanamnese_Saeugling,GPT-5,0.9564997206422646
2374,Anam_Fremdanamnese,GPT-5,0.9360904699745791
2373,Anam_Appendizitis,GPT-5,0.9522733206105367
2369,Anam_Pneumonie_01,GPT-5,0.9487915628476873
2367,Anam_Bauchschmerzen,GPT-5,0.9563352860254657
2282,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.9714141787407237
2276,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.9524907741634856
2269,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.932225998091506
2270,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.9467918586347943
2271,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.9538349795919473
2272,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.9111342250097902
2273,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.9544698392858306
2274,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.9207097402803093
2275,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.9306865639280879
2279,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.9540305598489051
2277,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.9604379623148102
2278,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.9734420833049906
2280,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.9873940024190657
2281,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.9742608104716834
2284,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.9451526387927933
2053,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.9478590837059738
2054,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.9441719715332338
2055,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.9701276053278236
2056,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.9597000687862829
2069,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.9759249753288153
2070,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.9637338950234599
2072,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.9651046451247952
2085,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.976519043096798
2086,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.9518151168102943
2087,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.9747896474003662
2088,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.9774020148036344
2101,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.9666231919140031
2103,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.9542187519238533
2104,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.9634765518987406
2117,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.9620611646779262
2118,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.9625463915045162
2102,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.9695794983723469
2119,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.9778029746211184
1684,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.9037018798066287
2194,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.9064428318536467
2208,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.9388384224970482
2197,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.9038689205304558
2196,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.9232467488745233
2195,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.9048365290357588
2177,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.9059385749857267
2176,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.8963680299910254
2175,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.894431618405812
2174,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.8901923868973227
2136,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.9179576151356329
2137,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.9075334873113075
2138,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.9015859269032043
2139,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.9006680365258495
2150,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.9050616329209191
2151,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.8900849251262977
2152,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.9073700537032783
2153,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.9046299229053143
2039,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.9215364554403616
2038,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.9383502470799182
2037,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.8661177269938335
2032,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.8909177937098117
2009,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.8904316078486286
2010,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.884050345089436
2011,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.8941729209887302
1997,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.883425465360028
1985,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.9285062376964812
1984,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.9171499038691211
1983,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.9368200687070334
1982,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.9175141733279124
1910,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.9047272845291406
1957,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.8978892896294246
1958,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.9071316861325794
1959,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.9010543836417377
1939,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.913089840463482
1938,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.9097743707843795
1937,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.9162364656686567
1936,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.9230073890242053
1912,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.9364038783304548
1911,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.9477650665649393
1909,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.9396083238489477
1843,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.9148439256740263
1842,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.9082057740623491
1841,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.9163179437195743
1839,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.8953948197722686
1825,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.9378947624589935
1824,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.9244548449952534
1823,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.9344704339594322
1822,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.9389407290194058
1739,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.9480612210634802
1738,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.9406116658267853
1736,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.9369419449650082
1735,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.942704805581029
2204,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.9530718009101125
2206,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.9438788076951603
2205,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.9604224355471411
2203,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.94806624324213
2181,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.9523452711433065
2180,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.9564156394966966
2179,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.9658476591783929
2178,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.9614027028527099
2141,Anam_Lymphom,OpenAI GPT OSS 120B,0.9518910209353861
2142,Anam_Lymphom,OpenAI GPT OSS 120B,0.9619680969074605
2143,Anam_Lymphom,OpenAI GPT OSS 120B,0.9555082971646081
2144,Anam_Lymphom,OpenAI GPT OSS 120B,0.9644096348811826
2125,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.9561585900358582
2127,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.9262008613612899
2165,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.9455582436497969
2164,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.9676466521148108
2163,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.9383479869776277
2161,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.9413659627647251
2126,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.9569788121518219
2048,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.9559543336769294
2016,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.9669825866524677
2017,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.9588304658959267
2015,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.9460036989737037
1993,Anam_Appendizitis,OpenAI GPT OSS 120B,0.9576266228985778
1992,Anam_Appendizitis,OpenAI GPT OSS 120B,0.9373917981989296
1991,Anam_Appendizitis,OpenAI GPT OSS 120B,0.9611886608702968
1990,Anam_Appendizitis,OpenAI GPT OSS 120B,0.949047424578273
1948,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.9518514694218718
2000,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.9572714446294156
1947,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.9530596925250325
1946,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.9778855253008253
1945,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.9563821623916964
