experiment_id,audio_id,model_name,sim_BAAI/bge-m3
1861,Anam_Covid-19_01,Meta Llama 3.1 8B Instruct,0.8603210096417528
1862,Anam_Covid-19_01,Meta Llama 3.1 8B Instruct,0.923683996073519
1864,Anam_Covid-19_01,OpenAI GPT OSS 120B,0.8857528644135855
1863,Anam_Covid-19_01,OpenAI GPT OSS 120B,0.8997418189430388
1865,Anam_Covid-19_01,OpenAI GPT OSS 120B,0.8889679463571327
1875,Anam_Fahrradunfall_01,MedGemma 27B Instruct,0.8378487070772196
1866,Anam_Covid-19_01,OpenAI GPT OSS 120B,0.8737044366600373
1876,Anam_Fahrradunfall_01,MedGemma 27B Instruct,0.8330568579249427
1878,Anam_Fahrradunfall_01,MedGemma 27B Instruct,0.8168625486412471
1877,Anam_Fahrradunfall_01,MedGemma 27B Instruct,0.8362803819511969
1879,Anam_Fahrradunfall_01,Meta Llama 3.1 8B Instruct,0.7496215210277356
1881,Anam_Fahrradunfall_01,Meta Llama 3.1 8B Instruct,0.7838181953310093
1880,Anam_Fahrradunfall_01,Meta Llama 3.1 8B Instruct,0.7604571268607462
1882,Anam_Fahrradunfall_01,Meta Llama 3.1 8B Instruct,0.763815797580369
1872,Anam_Fahrradunfall_01,Llama 3.1 SauerkrautLM 70B Instruct,0.7899015901841513
1763,Anam_Beinschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.8005866177945203
1874,Anam_Fahrradunfall_01,Llama 3.1 SauerkrautLM 70B Instruct,0.768514036141368
1873,Anam_Fahrradunfall_01,Llama 3.1 SauerkrautLM 70B Instruct,0.6983845165860181
1871,Anam_Fahrradunfall_01,Llama 3.1 SauerkrautLM 70B Instruct,0.8085016131046989
1888,Anam_Aengstliche-Patientin,Llama 3.1 SauerkrautLM 70B Instruct,0.7427797763643819
1887,Anam_Aengstliche-Patientin,Llama 3.1 SauerkrautLM 70B Instruct,0.7278217342849274
1889,Anam_Aengstliche-Patientin,Llama 3.1 SauerkrautLM 70B Instruct,0.7200157075674753
1891,Anam_Aengstliche-Patientin,MedGemma 27B Instruct,0.7867937964975259
1890,Anam_Aengstliche-Patientin,Llama 3.1 SauerkrautLM 70B Instruct,0.705888784333329
1893,Anam_Aengstliche-Patientin,MedGemma 27B Instruct,0.8849025934009482
1892,Anam_Aengstliche-Patientin,MedGemma 27B Instruct,0.8376880721976979
1894,Anam_Aengstliche-Patientin,MedGemma 27B Instruct,0.8297975120227622
1896,Anam_Aengstliche-Patientin,Meta Llama 3.1 8B Instruct,0.7946267764618714
1895,Anam_Aengstliche-Patientin,Meta Llama 3.1 8B Instruct,0.8162103438158699
1898,Anam_Aengstliche-Patientin,Meta Llama 3.1 8B Instruct,0.7885066169614462
1897,Anam_Aengstliche-Patientin,Meta Llama 3.1 8B Instruct,0.7828554490077873
1899,Anam_Aengstliche-Patientin,OpenAI GPT OSS 120B,0.7728728568351113
1901,Anam_Aengstliche-Patientin,OpenAI GPT OSS 120B,0.8447553478485518
1900,Anam_Aengstliche-Patientin,OpenAI GPT OSS 120B,0.7754243489230768
1902,Anam_Aengstliche-Patientin,OpenAI GPT OSS 120B,0.857336844993648
1883,Anam_Fahrradunfall_01,OpenAI GPT OSS 120B,0.854842980836184
1884,Anam_Fahrradunfall_01,OpenAI GPT OSS 120B,0.8490974568404726
2008,Anam_Cholezystitis,MedGemma 27B Instruct,0.8864682119607838
1886,Anam_Fahrradunfall_01,OpenAI GPT OSS 120B,0.8439077182599499
2013,Anam_Cholezystitis,Meta Llama 3.1 8B Instruct,0.770589584916209
2026,Anam_Cholezystitis,OpenAI GPT OSS 120B,0.8799637020380929
2014,Anam_Cholezystitis,Meta Llama 3.1 8B Instruct,0.6836972478189038
2023,Anam_Cholezystitis,OpenAI GPT OSS 120B,0.8696630558628095
2021,Anam_Cholezystitis,OpenAI GPT OSS 120B,0.8594212686159622
2020,Anam_Cholezystitis,OpenAI GPT OSS 120B,0.889317099404735
1994,Anam_Cholezystitis,Llama 3.1 SauerkrautLM 70B Instruct,0.6848874222536621
1885,Anam_Fahrradunfall_01,OpenAI GPT OSS 120B,0.8636297816415834
2019,Anam_Cholezystitis,Meta Llama 3.1 8B Instruct,0.8180268638912497
2018,Anam_Cholezystitis,Meta Llama 3.1 8B Instruct,0.7758064065045887
2012,Anam_Cholezystitis,MedGemma 27B Instruct,0.8680136464745037
2007,Anam_Cholezystitis,MedGemma 27B Instruct,0.8690239376158243
2006,Anam_Cholezystitis,MedGemma 27B Instruct,0.8799721230539578
2005,Anam_Cholezystitis,Llama 3.1 SauerkrautLM 70B Instruct,0.6720163371720109
2001,Anam_Cholezystitis,Llama 3.1 SauerkrautLM 70B Instruct,0.6750702189625821
1999,Anam_Cholezystitis,Llama 3.1 SauerkrautLM 70B Instruct,0.7027178927201729
2031,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.7872079090086811
2034,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.7761810690636993
2033,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.7726775694170901
2035,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.7744620652780607
2036,Anam_Covid-19_02,MedGemma 27B Instruct,0.8522976191633944
2040,Anam_Covid-19_02,MedGemma 27B Instruct,0.8321896478313111
2043,Anam_Covid-19_02,Llama 3.1 SauerkrautLM 70B Instruct,0.9049095496635566
2041,Anam_Covid-19_02,MedGemma 27B Instruct,0.8748893090320635
2049,Anam_Covid-19_02,Meta Llama 3.1 8B Instruct,0.9425693118968256
2047,Anam_Covid-19_02,Meta Llama 3.1 8B Instruct,0.9343444626978356
2050,Anam_Covid-19_02,Meta Llama 3.1 8B Instruct,0.8038412278187043
2057,Anam_Gastroenteritis,Llama 3.1 SauerkrautLM 70B Instruct,0.7920957065380574
2051,Anam_Covid-19_02,Meta Llama 3.1 8B Instruct,0.8108694586001653
2058,Anam_Gastroenteritis,Llama 3.1 SauerkrautLM 70B Instruct,0.7730979700838769
2060,Anam_Gastroenteritis,Llama 3.1 SauerkrautLM 70B Instruct,0.7761886489911977
2059,Anam_Gastroenteritis,Llama 3.1 SauerkrautLM 70B Instruct,0.7591100405105111
2062,Anam_Gastroenteritis,MedGemma 27B Instruct,0.8731808795725013
2061,Anam_Gastroenteritis,MedGemma 27B Instruct,0.8935957267924969
2063,Anam_Gastroenteritis,MedGemma 27B Instruct,0.882849276921269
2065,Anam_Gastroenteritis,Meta Llama 3.1 8B Instruct,0.7968830877296281
2064,Anam_Gastroenteritis,MedGemma 27B Instruct,0.8147696953279359
2066,Anam_Gastroenteritis,Meta Llama 3.1 8B Instruct,0.7894659129207438
2068,Anam_Gastroenteritis,Meta Llama 3.1 8B Instruct,0.8333117207998106
2067,Anam_Gastroenteritis,Meta Llama 3.1 8B Instruct,0.8284394927498762
2073,Anam_Koronarsyndrom,Llama 3.1 SauerkrautLM 70B Instruct,0.828872702227133
2074,Anam_Koronarsyndrom,Llama 3.1 SauerkrautLM 70B Instruct,0.8370005825057181
2076,Anam_Koronarsyndrom,Llama 3.1 SauerkrautLM 70B Instruct,0.8486755688801111
2075,Anam_Koronarsyndrom,Llama 3.1 SauerkrautLM 70B Instruct,0.8122923271871219
2078,Anam_Koronarsyndrom,MedGemma 27B Instruct,0.9124347105159762
2077,Anam_Koronarsyndrom,MedGemma 27B Instruct,0.8649586265702274
2080,Anam_Koronarsyndrom,Meta Llama 3.1 8B Instruct,0.8611506335287444
2079,Anam_Koronarsyndrom,MedGemma 27B Instruct,0.9131934523311995
2081,Anam_Koronarsyndrom,MedGemma 27B Instruct,0.9175812938942784
2083,Anam_Koronarsyndrom,Meta Llama 3.1 8B Instruct,0.8478125448145348
2082,Anam_Koronarsyndrom,Meta Llama 3.1 8B Instruct,0.8132723665795178
2089,Anam_Pankreatitis,Llama 3.1 SauerkrautLM 70B Instruct,0.7516933117694691
2084,Anam_Koronarsyndrom,Meta Llama 3.1 8B Instruct,0.8347952611928005
2090,Anam_Pankreatitis,Llama 3.1 SauerkrautLM 70B Instruct,0.7384594395705636
2092,Anam_Pankreatitis,Llama 3.1 SauerkrautLM 70B Instruct,0.7539322926703107
2091,Anam_Pankreatitis,Llama 3.1 SauerkrautLM 70B Instruct,0.7497210309016691
2093,Anam_Pankreatitis,MedGemma 27B Instruct,0.7768903225457527
2095,Anam_Pankreatitis,MedGemma 27B Instruct,0.8652931117843302
2094,Anam_Pankreatitis,MedGemma 27B Instruct,0.8647611469419136
2097,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.8717032342010806
2096,Anam_Pankreatitis,MedGemma 27B Instruct,0.8668065060615268
2098,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.798526626800256
2099,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.7797637034395838
2105,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.7664447372552694
2100,Anam_Pankreatitis,Meta Llama 3.1 8B Instruct,0.8153591891687196
2106,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.7543563475743913
2108,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.771199844568929
2107,Anam_Pneumonie_02,Llama 3.1 SauerkrautLM 70B Instruct,0.7528118274624656
2109,Anam_Pneumonie_02,MedGemma 27B Instruct,0.9140885059425643
2111,Anam_Pneumonie_02,MedGemma 27B Instruct,0.8968975566926211
2110,Anam_Pneumonie_02,MedGemma 27B Instruct,0.905928607741112
2112,Anam_Pneumonie_02,MedGemma 27B Instruct,0.9031271119015252
2114,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.8294113897001112
2113,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.8406610704263253
2115,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.8892637484570114
2251,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7527540764055198
2116,Anam_Pneumonie_02,Meta Llama 3.1 8B Instruct,0.8680480157469375
2253,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.769541524988777
2252,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7519751359331819
2254,Anam_Rueckenschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7544714326620277
2256,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.8286339219083725
2255,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.8682124616618183
2258,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.8230879356305363
2257,Anam_Rueckenschmerzen,MedGemma 27B Instruct,0.8595721275525515
2259,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.7605104194764272
2261,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.7971445493967267
2260,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.7109659680615357
2262,Anam_Rueckenschmerzen,Meta Llama 3.1 8B Instruct,0.7122338393425371
2264,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.8461020550185082
2071,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.8804826977504624
1968,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.8569162295867693
1967,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.7994240866252831
1966,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.8388284570602502
1965,Anam_sexueller_Missbrauch,OpenAI GPT OSS 120B,0.8593136713481591
2265,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.8479346539194919
2266,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.8646076947522956
2267,Anam_Rueckenschmerzen,OpenAI GPT OSS 120B,0.834231063108085
2268,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.8083945380183439
2433,Anam_Fahrradunfall_02,OpenAI GPT-5,0.8259731626286094
2432,Anam_Rueckenschmerzen,OpenAI GPT-5,0.7777389552735055
2431,Anam_Pneumonie_02,OpenAI GPT-5,0.8486058909579424
2430,Anam_Pankreatitis,OpenAI GPT-5,0.8487846488104137
2429,Anam_Koronarsyndrom,OpenAI GPT-5,0.8570978157111717
2428,Anam_Gastroenteritis,OpenAI GPT-5,0.8185633150841537
2427,Anam_Covid-19_02,OpenAI GPT-5,0.8446906543363664
2426,Anam_Cholezystitis,OpenAI GPT-5,0.8630847092798098
2425,Anam_Aengstliche-Patientin,OpenAI GPT-5,0.7509314269395424
2424,Anam_Fahrradunfall_01,OpenAI GPT-5,0.8472389218574452
2423,Anam_Covid-19_01,OpenAI GPT-5,0.8997874098128504
2422,Anam_Cephalgie,OpenAI GPT-5,0.8050393120927366
2421,Anam_Beinschmerzen,OpenAI GPT-5,0.8672233511543938
2190,Anam_Venenthrombose_TVT,Meta Llama 3.1 8B Instruct,0.8237663869401255
2371,Anam_Thorakale Schmerzen,GPT-5,0.8094799245359223
2370,Anam_Pyelonephritis,GPT-5,0.8163649107556199
2372,Anam_sexueller_Missbrauch,GPT-5,0.7996250524221286
2380,Anam_Hyperthyreose,GPT-5,0.8154814336430548
2379,Anam_Venenthrombose_TVT,GPT-5,0.7973187242151463
2378,Anam_Traumaanamnese,GPT-5,0.8764294313798642
2377,Anam_Oesophaguskarzinom,GPT-5,0.7985006839040714
2376,Anam_Lymphom,GPT-5,0.7905029202985437
2375,Anam_Fremdanamnese_Saeugling,GPT-5,0.7942044016851821
2374,Anam_Fremdanamnese,GPT-5,0.7919639249178831
2373,Anam_Appendizitis,GPT-5,0.7850279711718328
2369,Anam_Pneumonie_01,GPT-5,0.7994822362693311
2367,Anam_Bauchschmerzen,GPT-5,0.7672943185185552
2282,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.8706453552657171
2276,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.8730327622028189
2269,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.801350406747089
2270,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.8067187447660049
2271,Anam_Fahrradunfall_02,Llama 3.1 SauerkrautLM 70B Instruct,0.8248856083058169
2272,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.8377647317513447
2273,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.8505663483439807
2274,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.8466409581321566
2275,Anam_Fahrradunfall_02,MedGemma 27B Instruct,0.8367285037823062
2279,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.8864862359350623
2277,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.8987668970797569
2278,Anam_Fahrradunfall_02,OpenAI GPT OSS 120B,0.8938622597703821
2280,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.8812942036448361
2281,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.8898278728562723
2284,Anam_Fahrradunfall_02,Meta Llama 3.1 8B Instruct,0.8337484755963923
2053,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.8900645536270302
2054,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.8853956244983469
2055,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.8875235143833975
2056,Anam_Covid-19_02,OpenAI GPT OSS 120B,0.8869801745704663
2069,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.8816563516345841
2070,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.8469539155365831
2072,Anam_Gastroenteritis,OpenAI GPT OSS 120B,0.8728563052536922
2085,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.9035544530790237
2086,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.9136424142327827
2087,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.9053967927466452
2088,Anam_Koronarsyndrom,OpenAI GPT OSS 120B,0.9134769943645293
2101,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.87728172208708
2103,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.8369614654932578
2104,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.885031851854035
2117,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.857243347293367
2118,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.877540649414736
2102,Anam_Pankreatitis,OpenAI GPT OSS 120B,0.8576293519559183
2119,Anam_Pneumonie_02,OpenAI GPT OSS 120B,0.9038108817134065
1684,Anam_Bauchschmerzen,Meta Llama 3.1 8B Instruct,0.7564087638047691
2194,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.7577593136122545
2208,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.7427530375927134
2197,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.7758015075780609
2196,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.7776691980723196
2195,Anam_Venenthrombose_TVT,Llama 3.1 SauerkrautLM 70B Instruct,0.7702428713375467
2177,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.8470129035504712
2176,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.8411387191079771
2175,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.8365251944363068
2174,Anam_Traumaanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.8323341845011849
2136,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.7447307856669938
2137,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.7666126355625597
2138,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.7656391545574754
2139,Anam_Lymphom,Llama 3.1 SauerkrautLM 70B Instruct,0.7610368111471886
2150,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.7550425603552975
2151,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.7524446911234794
2152,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.7751739608873294
2153,Anam_Oesophaguskarzinom,Llama 3.1 SauerkrautLM 70B Instruct,0.7854553314906718
2039,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.7841337639267761
2038,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.8089847839890724
2037,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.775709239382679
2032,Anam_Fremdanamnese_Saeugling,Llama 3.1 SauerkrautLM 70B Instruct,0.7869142139131967
2009,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.7322568469407813
2010,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.7455625579341953
2011,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.7558179295006526
1997,Anam_Fremdanamnese,Llama 3.1 SauerkrautLM 70B Instruct,0.702096462613935
1985,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.7128315149576034
1984,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.7443340994746673
1983,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.7497838380323842
1982,Anam_Appendizitis,Llama 3.1 SauerkrautLM 70B Instruct,0.7214072632724013
1910,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.7614912074014386
1957,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.7464143624124323
1958,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.753522309709008
1959,Anam_sexueller_Missbrauch,Llama 3.1 SauerkrautLM 70B Instruct,0.7392272370030732
1939,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7619062459682304
1938,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7858482160441018
1937,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7809463726008934
1936,Anam_Thorakale Schmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7894917145852342
1912,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.7305289362822502
1911,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.7444515391525379
1909,Anam_Pyelonephritis,Llama 3.1 SauerkrautLM 70B Instruct,0.7038169577091602
1843,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.7269991869815592
1842,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.7419392804299199
1841,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.7673079953901598
1839,Anam_Pneumonie_01,Llama 3.1 SauerkrautLM 70B Instruct,0.7188859135032626
1825,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.7966569662471094
1824,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.7845815134667162
1823,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.7676569703166616
1822,Anam_Hyperthyreose,Llama 3.1 SauerkrautLM 70B Instruct,0.7969391125918923
1739,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7551002464830723
1738,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7541697649030277
1736,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.744197776482778
1735,Anam_Bauchschmerzen,Llama 3.1 SauerkrautLM 70B Instruct,0.7309760331394723
2204,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.8093859115757778
2206,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.7999730308173116
2205,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.8157535637166538
2203,Anam_Venenthrombose_TVT,OpenAI GPT OSS 120B,0.819361206126048
2181,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.8834489156105938
2180,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.8934174537045764
2179,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.8987734370901463
2178,Anam_Traumaanamnese,OpenAI GPT OSS 120B,0.879495200866723
2141,Anam_Lymphom,OpenAI GPT OSS 120B,0.8064337755070581
2142,Anam_Lymphom,OpenAI GPT OSS 120B,0.807493141720046
2143,Anam_Lymphom,OpenAI GPT OSS 120B,0.810082187790784
2144,Anam_Lymphom,OpenAI GPT OSS 120B,0.8188073466277801
2125,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.8396003964747352
2127,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.8413366736198773
2165,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.8238456546915831
2164,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.8560857110933215
2163,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.8074391055115884
2161,Anam_Oesophaguskarzinom,OpenAI GPT OSS 120B,0.836708136351263
2126,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.881788076532918
2048,Anam_Fremdanamnese_Saeugling,OpenAI GPT OSS 120B,0.8365928023644388
2016,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.8551986140479708
2017,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.8297353363227145
2015,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.8397051222760791
1993,Anam_Appendizitis,OpenAI GPT OSS 120B,0.8295395255272632
1992,Anam_Appendizitis,OpenAI GPT OSS 120B,0.8096067330747996
1991,Anam_Appendizitis,OpenAI GPT OSS 120B,0.8043555509575346
1990,Anam_Appendizitis,OpenAI GPT OSS 120B,0.7980989775003509
1948,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.8641680461356882
2000,Anam_Fremdanamnese,OpenAI GPT OSS 120B,0.8483780608507331
1947,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.8547099758324708
1946,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.8836056904209353
1945,Anam_Thorakale Schmerzen,OpenAI GPT OSS 120B,0.8520890066033665
